,did,transformer,mamba
0,3,0.9928501844406128,0.9628400802612305
1,6,,
2,12,0.9984545707702637,0.962257444858551
3,28,0.9977781176567078,0.9506798386573792
4,32,0.9997158050537109,0.9137771129608154
5,38,0.9557816386222839,0.9046215415000916
6,44,0.9819422364234924,0.9807209372520447
7,46,0.9698548913002014,0.9486953616142273
8,151,0.8450358510017395,0.8029358386993408
9,182,0.9771555662155151,0.9479431509971619
10,300,,
11,307,,
12,554,0.9822146892547607,0.8897596597671509
13,1053,0.6880860924720764,0.6738864183425903
14,1067,0.8183454871177673,0.7969585657119751
15,1461,0.878538191318512,0.8778737783432007
16,1468,0.8768904209136963,0.7248173952102661
17,1475,0.678149402141571,0.5889185667037964
18,1478,0.9897660613059998,0.9066661596298218
19,1485,0.541130542755127,0.5684255361557007
20,1486,0.9875285029411316,0.9666771292686462
21,1487,0.9253976345062256,0.8843726515769958
22,1489,0.9258430004119873,0.7954040765762329
23,1497,0.9797126054763794,0.9049624800682068
24,1501,0.990693986415863,0.8771876692771912
25,1590,0.8997606039047241,0.8893648982048035
26,4134,0.7915300130844116,0.7086740136146545
27,4534,0.9639511108398438,0.9432651996612549
28,4538,0.7647160291671753,0.7160699367523193
29,23517,0.5387495756149292,0.5022483468055725
30,40499,,
31,40668,0.523263156414032,0.5431602597236633
32,40670,0.9750319719314575,0.9614979028701782
33,40701,0.9262500405311584,0.8091870546340942
34,40923,,
35,40927,0.7761811017990112,0.6696829795837402
36,40978,0.9055566787719727,0.790398359298706
37,40979,0.998073160648346,0.9547101259231567
38,40983,0.9820379018783569,0.9677484035491943
39,40984,0.9905304908752441,0.9514368176460266
40,40996,0.9660648703575134,0.9049856066703796
41,41027,0.8955132961273193,0.7826245427131653
